unit,caste,land_unit,num_men,man_entity,armour,charge_bonus,melee_attack,melee_defence,morale,primary_melee_weapon,mass,hit_points,size,bonus_v_large,damage,ap_damage,melee_weapon_type,melee_attack_interval,armour_value
wh2_dlc12_skv_veh_doom_flayer_ror_tech_lab_0,chariot,wh2_dlc12_skv_veh_doom_flayer_ror_tech_lab_0,8,wh2_main_skv_infantry,wh2_main_heavy_metal_90,40,32,34,70,wh2_dlc12_skv_doom_flayer,100.0000,8,small,0,15,45,sword,4.0000,90
wh2_dlc12_skv_veh_doomwheel_ror_0,warmachine,wh2_dlc12_skv_veh_doomwheel_ror_0,25,wh2_main_skv_infantry,wh2_main_heavy_metal_100,50,34,46,75,wh2_main_skv_doomwheel,100.0000,8,small,0,150,250,axe,4.3000,100
wh2_dlc12_skv_veh_doomwheel_ror_tech_lab_0,warmachine,wh2_dlc12_skv_veh_doomwheel_ror_tech_lab_0,25,wh2_main_skv_infantry,wh2_main_heavy_metal_100,50,34,46,75,wh2_main_skv_doomwheel,100.0000,8,small,0,150,250,axe,4.3000,100
wh2_dlc13_emp_art_great_cannon_imperial_supply,warmachine,wh_main_emp_art_great_cannon,44,wh2_dlc16_infantry_standard_crew_blood_dismembers,wh2_main_leather_20,5,10,6,50,wh_main_emp_sword_short,100.0000,8,small,0,21,3,sword,4.3000,20
wh2_dlc13_emp_art_helblaster_volley_gun_imperial_supply,warmachine,wh_main_emp_art_helblaster_volley_gun,44,wh2_dlc16_infantry_standard_crew_blood_dismembers,wh2_main_leather_20,5,10,6,50,wh_main_emp_sword_short,100.0000,8,small,0,21,3,sword,4.3000,20
wh2_dlc13_emp_art_helstorm_rocket_battery_imperial_supply,warmachine,wh_main_emp_art_helstorm_rocket_battery,44,wh2_dlc16_infantry_standard_crew_blood_dismembers,wh2_main_leather_20,5,10,6,50,wh_main_emp_sword_short,100.0000,8,small,0,21,3,sword,4.3000,20
wh2_dlc13_emp_art_mortar_ror_0,warmachine,wh2_dlc13_emp_art_mortar_ror_0,44,wh2_dlc16_infantry_standard_crew_blood_dismembers,wh2_main_leather_20,5,10,6,50,wh_main_emp_sword_short,100.0000,8,small,0,21,3,sword,4.3000,20
wh2_dlc13_emp_cav_demigryph_knights_0_imperial_supply,monstrous_cavalry,wh_main_emp_cav_demigryph_knights_0,32,wh_main_cavalry_rider_standard_blood,wh2_main_plate_125,60,40,38,80,wh_main_emp_demigryph_lance,100.0000,8,medium,0,20,40,lance,4.7000,125
wh2_dlc13_emp_cav_demigryph_knights_1_imperial_supply,monstrous_cavalry,wh_main_emp_cav_demigryph_knights_1,32,wh_main_cavalry_rider_standard_blood,wh2_main_plate_125,48,34,36,80,wh_main_emp_demigryph_halberd,100.0000,8,medium,25,18,38,lance,4.8000,125
wh2_dlc13_emp_cav_empire_knights_imperial_supply,melee_cavalry,wh_main_emp_cav_empire_knights,60,wh_main_cavalry_rider_standard_blood,wh2_main_plate_110,48,26,30,70,wh_main_emp_lance,100.0000,8,medium,0,21,9,lance,5.1000,110
wh2_dlc13_emp_cav_empire_knights_ror_0,melee_cavalry,wh2_dlc13_emp_cav_empire_knights_ror_0,60,wh2_dlc13_emp_empire_knights_ror_0,wh2_main_plate_110,48,26,34,70,wh2_dlc13_emp_lance_magical,800.0000,8,small,0,21,9,lance,5.1000,110
wh2_dlc13_emp_cav_empire_knights_ror_1,melee_cavalry,wh2_dlc13_emp_cav_empire_knights_ror_1,60,wh_main_cavalry_rider_standard_blood,wh2_main_plate_120,48,30,30,70,wh_main_emp_lance,100.0000,8,medium,0,21,9,lance,5.1000,120
wh2_dlc13_emp_cav_empire_knights_ror_2,melee_cavalry,wh2_dlc13_emp_cav_empire_knights_ror_2,60,wh2_dlc13_emp_knights_greatsword_ror_2,wh2_main_plate_110,34,32,32,80,wh_dlc07_brt_sword_great_questing,120.0000,8,small,0,14,38,sword,4.3000,110
wh2_dlc13_emp_cav_knights_blazing_sun_0_imperial_supply,melee_cavalry,wh_dlc04_emp_cav_knights_blazing_sun_0,60,wh_main_cavalry_rider_standard_blood,wh2_main_plate_100,78,40,26,70,wh_dlc04_emp_lance_blazing_sun,100.0000,8,medium,0,29,13,lance,5.1000,100
wh2_dlc13_emp_cav_outriders_1_imperial_supply,missile_cavalry,wh_main_emp_cav_outriders_1,48,wh_main_cavalry_rider_standard_blood,wh2_main_chainmail_30,12,18,14,50,wh_main_emp_sword_cav,100.0000,8,medium,0,21,3,sword,5.1000,30
wh2_dlc13_emp_cav_outriders_ror_0,missile_cavalry,wh2_dlc13_emp_cav_outriders_ror_0,60,wh_main_cavalry_rider_standard_blood,wh2_main_chainmail_30,12,18,14,50,wh_main_emp_sword_cav,100.0000,8,medium,0,21,3,sword,5.1000,30
wh2_dlc13_emp_cav_pistoliers_1_imperial_supply,missile_cavalry,wh_main_emp_cav_pistoliers_1,60,wh_main_cavalry_rider_standard_blood,wh2_main_chainmail_30,20,20,14,50,wh_main_emp_sword_cav,100.0000,8,medium,0,21,3,sword,5.1000,30
wh2_dlc13_emp_cav_pistoliers_ror_0,missile_cavalry,wh2_dlc13_emp_cav_pistoliers_ror_0,60,wh_main_cavalry_rider_standard_blood,wh2_main_chainmail_50,30,26,24,50,wh_main_emp_sword_cav,100.0000,8,medium,0,21,3,sword,5.1000,50
wh2_dlc13_emp_cav_reiksguard_imperial_supply,melee_cavalry,wh_main_emp_cav_reiksguard,60,wh_main_cavalry_rider_standard_blood,wh2_main_plate_120,62,34,31,75,wh_main_emp_lance_reiksguard,100.0000,8,medium,0,28,12,lance,5.1000,120
wh2_dlc13_emp_cha_hunter_doctor_hertwig_van_hal_0,hero,wh2_dlc13_emp_cha_hunter_doctor_hertwig_van_hal_0,1,wh2_main_infantry_standard_hero_360_blood_dismembers,wh2_main_chainmail_45,30,40,38,70,wh_main_emp_sword_witchhunter,500.0000,8,small,0,230,100,sword,4.0000,45
wh2_dlc13_emp_cha_hunter_jorek_grimm_0,hero,wh2_dlc13_emp_cha_hunter_jorek_grimm_0,1,wh_main_dwf_cha_dwarf_hero_blood_dismembers_medium_kb_resist,wh2_main_chainmail_120,14,40,35,75,wh_main_dwf_master_engineer_hammer,1100.0000,8,small,0,60,220,axe,4.0000,120
wh2_dlc13_emp_cha_hunter_kalara_of_wydrioth_0,hero,wh2_dlc13_emp_cha_hunter_kalara_of_wydrioth_0,1,wh_dlc05_wef_way_stalker_blood_dismembers,wh2_main_chainmail_50,28,58,48,70,wh_dlc05_wef_sword_hero_waystalker,400.0000,8,small,0,235,90,sword,4.0000,50
wh2_dlc13_emp_cha_hunter_rodrik_l_anguille_0,hero,wh2_dlc13_emp_cha_hunter_rodrik_l_anguille_0,1,wh_main_infantry_standard_hero_blood,wh2_main_plate_95,45,50,45,70,wh_main_brt_sword_hero,800.0000,8,small,20,255,135,sword,4.0000,95
wh2_dlc13_emp_cha_huntsmarshal_0,lord,wh2_dlc13_emp_cha_huntsmarshal_0,1,wh2_dlc13_emp_infantry_hero_huntsmarshal_blood_dismembers,wh2_main_leather_45,30,43,40,70,wh2_dlc13_emp_huntsmarhsal,500.0000,8,small,0,270,90,sword,4.0000,45
wh2_dlc13_emp_cha_markus_wulfhart_0,lord,wh2_dlc13_emp_cha_markus_wulfhart_0,1,wh2_dlc13_emp_infantry_hero_markus_wulfhart_blood,wh2_main_leather_50,30,58,45,75,wh2_dlc13_emp_huntsmarhsal,500.0000,8,small,0,270,90,sword,4.0000,50
wh2_dlc13_emp_inf_archers_0,missile_infantry,wh2_dlc13_emp_inf_archers_0,90,wh_main_infantry_standard_light_blood_dismembers,wh2_main_leather_20,4,14,17,50,wh_main_emp_sword_short,90.0000,8,small,0,21,3,sword,4.3000,20
wh2_dlc13_emp_inf_archers_ror_0,missile_infantry,wh2_dlc13_emp_inf_archers_ror_0,90,wh_main_infantry_standard_light_blood_dismembers,wh2_main_leather_20,4,19,23,60,wh_main_emp_sword_short,90.0000,8,small,0,21,3,sword,4.3000,20
wh2_dlc13_emp_inf_crossbowmen_ror_0,missile_infantry,wh2_dlc13_emp_inf_crossbowmen_ror_0,90,wh_main_infantry_standard_light_blood_dismembers,wh2_main_leather_20,4,14,17,50,wh_main_emp_sword_short,90.0000,8,small,0,21,3,sword,4.3000,20
wh2_dlc13_emp_inf_greatswords_imperial_supply,melee_infantry,wh_main_emp_inf_greatswords,120,wh_main_infantry_slow_blood_dismembers,wh2_main_plate_95,18,32,30,75,wh_main_emp_greatsword,120.0000,8,small,0,10,25,sword,4.3000,95
wh2_dlc13_emp_inf_greatswords_ror_0,melee_infantry,wh2_dlc13_emp_inf_greatswords_ror_0,120,wh_main_infantry_slow_blood_dismembers,wh2_main_plate_95,18,32,30,100,wh_main_emp_greatsword,120.0000,8,small,0,10,25,sword,4.3000,95
wh2_dlc13_emp_inf_halberdiers_imperial_supply,melee_infantry,wh_main_emp_inf_halberdiers,120,wh_main_infantry_standard_blood_dismembers,wh2_main_chainmail_30,8,26,42,70,wh_main_emp_halberd,100.0000,8,small,16,8,20,spear,5.6000,30
wh2_dlc13_emp_inf_halberdiers_ror_0,melee_infantry,wh2_dlc13_emp_inf_halberdiers_ror_0,120,wh2_dlc13_infantry_fast_standard_blood_dismembers,wh2_main_chainmail_30,8,30,46,70,wh_main_emp_halberd,100.0000,8,small,16,8,20,spear,5.6000,30
wh2_dlc13_emp_inf_handgunners_imperial_supply,missile_infantry,wh_main_emp_inf_handgunners,90,wh_main_infantry_handgunners_blood_dismembers,wh2_main_leather_20,4,16,17,50,wh_main_emp_sword_short,90.0000,8,small,0,21,3,sword,4.3000,20
wh2_dlc13_emp_inf_handgunners_ror_0,missile_infantry,wh2_dlc13_emp_inf_handgunners_ror_0,90,wh_main_infantry_handgunners_blood_dismembers,wh2_main_leather_20,4,28,25,50,wh_main_emp_sword_short,90.0000,8,small,0,21,3,sword,4.3000,20
wh2_dlc13_emp_inf_huntsmen_0,missile_infantry,wh2_dlc13_emp_inf_huntsmen_0,90,wh_dlc04_infantry_free_company_blood_dismembers,wh2_main_leather_25,4,16,17,55,wh_main_emp_sword_short,90.0000,8,small,0,21,3,sword,4.3000,25
wh2_dlc13_emp_inf_huntsmen_0_imperial_supply,missile_infantry,wh2_dlc13_emp_inf_huntsmen_0,90,wh_dlc04_infantry_free_company_blood_dismembers,wh2_main_leather_25,4,16,17,55,wh_main_emp_sword_short,90.0000,8,small,0,21,3,sword,4.3000,25
wh2_dlc13_emp_inf_huntsmen_ror_0,missile_infantry,wh2_dlc13_emp_inf_huntsmen_ror_0,90,wh_dlc04_infantry_free_company_blood_dismembers,wh2_main_leather_25,14,36,32,65,wh_dlc04_emp_free_company_sword,90.0000,8,small,0,21,7,sword,4.2000,25
wh2_dlc13_emp_inf_spearmen_ror_0,melee_infantry,wh2_dlc13_emp_inf_spearmen_ror_0,120,wh_main_infantry_standard_blood_dismembers,wh2_main_chainmail_70,4,20,42,60,wh_main_emp_spear,100.0000,8,small,15,19,6,spear,4.4000,70
wh2_dlc13_emp_inf_swordsmen_ror_0,melee_infantry,wh2_dlc13_emp_inf_swordsmen_ror_0,120,wh_main_infantry_standard_blood_dismembers,wh2_main_chainmail_30,18,34,32,60,wh2_dlc13_emp_sword_sons_of_ulric,100.0000,8,small,0,23,8,sword,4.3000,30
wh2_dlc13_emp_veh_luminark_of_hysh_0_imperial_supply,chariot,wh_main_emp_veh_luminark_of_hysh_0,2,wh_main_infantry_standard_blood_dismembers,wh2_dlc15_heavy_metal_60,18,12,8,60,wh_main_emp_luminark,100.0000,8,small,0,20,6,axe,4.0000,60
wh2_dlc13_emp_veh_steam_tank_imperial_supply,chariot,wh_main_emp_veh_steam_tank_driver,3,wh_main_emp_veh_steam_tank,wh2_main_heavy_metal_160,80,36,20,100,wh_main_steamtank,5000.0000,8,large,0,70,180,axe,4.0000,160
wh2_dlc13_emp_veh_steam_tank_ror_0,chariot,wh2_dlc13_emp_veh_steam_tank_driver_ror_0,3,wh_main_emp_veh_steam_tank,wh2_main_heavy_metal_160,80,36,20,100,wh_main_steamtank,5000.0000,8,large,0,70,180,axe,4.0000,160
wh2_dlc13_emp_veh_war_wagon_0,chariot,wh2_dlc13_emp_veh_war_wagon_0,24,wh_main_cavalry_rider_standard_blood,wh2_main_plate_80,29,18,12,65,wh2_dlc13_emp_war_wagon,100.0000,8,medium,0,20,6,axe,4.0000,80
wh2_dlc13_emp_veh_war_wagon_0_imperial_supply,chariot,wh2_dlc13_emp_veh_war_wagon_0,24,wh_main_cavalry_rider_standard_blood,wh2_main_plate_80,29,18,12,65,wh2_dlc13_emp_war_wagon,100.0000,8,medium,0,20,6,axe,4.0000,80
wh2_dlc13_emp_veh_war_wagon_1,chariot,wh2_dlc13_emp_veh_war_wagon_1,8,wh_main_cavalry_rider_standard_blood,wh2_main_plate_80,29,18,12,65,wh2_dlc13_emp_war_wagon,100.0000,8,medium,0,20,6,axe,4.0000,80
wh2_dlc13_emp_veh_war_wagon_1_imperial_supply,chariot,wh2_dlc13_emp_veh_war_wagon_1,8,wh_main_cavalry_rider_standard_blood,wh2_main_plate_80,29,18,12,65,wh2_dlc13_emp_war_wagon,100.0000,8,medium,0,20,6,axe,4.0000,80
wh2_dlc13_emp_veh_war_wagon_ror_0,chariot,wh2_dlc13_emp_veh_war_wagon_ror_0,8,wh_main_cavalry_rider_standard_blood,wh2_main_plate_80,29,24,17,75,wh2_dlc13_emp_war_wagon,100.0000,8,medium,0,20,6,axe,4.0000,80
wh2_dlc13_huntmarshall_veh_obsinite_gyrocopter_0,warmachine,wh2_dlc13_huntmarshall_veh_obsinite_gyrocopter_0,12,wh_main_dwf_flying_gyrocopter,wh2_main_plate_120,25,30,15,70,wh_main_dwf_gyrocopter,700.0000,8,large,0,38,12,axe,3.2000,120
wh2_dlc13_lzd_cha_gor_rok_0,lord,wh2_dlc13_lzd_cha_gor_rok_0,1,wh2_dlc13_lzd_inf_gor_rok_blood_dismembers,wh2_main_body_100,30,45,60,80,wh2_dlc13_lzd_cha_gor_rok,2000.0000,8,small,0,160,290,axe,4.0000,100
wh2_dlc13_lzd_cha_kroxigor_ancient_0,lord,wh2_dlc13_lzd_cha_kroxigor_ancient_0,1,wh2_dlc13_lzd_mon_kroxigor_hero,wh2_main_body_120,24,49,32,70,wh_dlc13_lzd_ancient_kroxigor_axe,3500.0000,8,large,0,140,320,axe,4.0000,120
wh2_dlc13_lzd_cha_nakai_0,lord,wh2_dlc13_lzd_cha_nakai_0,1,wh2_dlc13_lzd_mon_nakai,wh2_main_body_120,32,60,40,80,wh_dlc13_lzd_nakai_club,4000.0000,8,large,0,140,380,axe,4.0000,120
wh2_dlc13_lzd_cha_slann_mage_priest_beasts_0,lord,wh2_dlc13_lzd_cha_slann_mage_priest_beasts_0,1,wh2_main_lzd_slann_mage,wh2_main_body_45,14,24,32,85,wh2_main_lzd_cha_slann_lord,100.0000,8,very_large,0,240,80,spear,4.0000,45
wh2_dlc13_lzd_cha_slann_mage_priest_death_0,lord,wh2_dlc13_lzd_cha_slann_mage_priest_death_0,1,wh2_main_lzd_slann_mage,wh2_main_body_45,14,24,32,85,wh2_main_lzd_cha_slann_lord,100.0000,8,very_large,0,240,80,spear,4.0000,45
wh2_dlc13_lzd_cha_slann_mage_priest_fire_0,lord,wh2_dlc13_lzd_cha_slann_mage_priest_fire_0,1,wh2_main_lzd_slann_mage,wh2_main_body_45,14,24,32,85,wh2_main_lzd_cha_slann_lord,100.0000,8,very_large,0,240,80,spear,4.0000,45
wh2_dlc13_lzd_cha_slann_mage_priest_life_0,lord,wh2_dlc13_lzd_cha_slann_mage_priest_life_0,1,wh2_main_lzd_slann_mage,wh2_main_body_45,14,24,32,85,wh2_main_lzd_cha_slann_lord,100.0000,8,very_large,0,240,80,spear,4.0000,45
wh2_dlc13_lzd_cha_slann_mage_priest_metal_0,lord,wh2_dlc13_lzd_cha_slann_mage_priest_metal_0,1,wh2_main_lzd_slann_mage,wh2_main_body_45,14,24,32,85,wh2_main_lzd_cha_slann_lord,100.0000,8,very_large,0,240,80,spear,4.0000,45
wh2_dlc13_lzd_cha_slann_mage_priest_shadows_0,lord,wh2_dlc13_lzd_cha_slann_mage_priest_shadows_0,1,wh2_main_lzd_slann_mage,wh2_main_body_45,14,24,32,85,wh2_main_lzd_cha_slann_lord,100.0000,8,very_large,0,240,80,spear,4.0000,45
wh2_dlc13_lzd_mon_dread_saurian_0,monster,wh2_dlc13_lzd_mon_dread_saurian_0,1,wh2_dlc13_lzd_mon_feral_dread_saurian_blood,wh2_main_body_120,30,52,32,65,wh2_dlc13_lzd_dread_saurian,12000.0000,8,very_large,0,220,530,axe,4.0000,120
wh2_dlc13_lzd_mon_dread_saurian_1,monster,wh2_dlc13_lzd_mon_dread_saurian_1,12,wh_main_infantry_rider,wh2_main_body_120,30,52,32,75,wh2_dlc13_lzd_dread_saurian,100.0000,8,medium,0,220,530,axe,4.0000,120
wh2_dlc13_lzd_mon_dread_saurian_ror_0,monster,wh2_dlc13_lzd_mon_dread_saurian_ror_0,12,wh_main_infantry_rider,wh2_main_body_120,30,64,41,85,wh2_dlc13_lzd_dread_saurian,100.0000,8,medium,0,220,530,axe,4.0000,120
wh2_dlc13_lzd_mon_razordon_pack_0,missile_infantry,wh2_dlc13_lzd_mon_razordon_pack_0,32,wh2_dlc13_lzd_inf_razordon_blood,wh2_dlc10_bone_90,20,20,29,55,wh2_dlc13_lzd_razordon,700.0000,8,medium,0,12,34,sword,4.0000,90
wh2_dlc13_lzd_mon_razordon_pack_0_blessed,missile_infantry,wh2_dlc13_lzd_mon_razordon_pack_0_blessed,32,wh2_dlc13_lzd_inf_razordon_blood,wh2_main_bone_110,20,20,29,55,wh2_dlc13_lzd_razordon,700.0000,8,medium,0,12,34,sword,4.0000,110
wh2_dlc13_lzd_mon_razordon_pack_ror_0,missile_infantry,wh2_dlc13_lzd_mon_razordon_pack_ror_0,32,wh2_dlc13_lzd_inf_razordon_blood,wh2_dlc10_bone_90,20,27,37,65,wh2_dlc13_lzd_razordon_ror,700.0000,8,medium,0,12,34,sword,4.0000,90
wh2_dlc13_lzd_mon_razordon_pack_summoned_0,missile_infantry,wh2_dlc13_lzd_mon_razordon_pack_summoned_0,32,wh2_dlc13_lzd_inf_razordon_blood,wh2_dlc10_bone_90,20,20,29,55,wh2_dlc13_lzd_razordon,700.0000,8,medium,0,12,34,sword,4.0000,90
wh2_dlc13_lzd_mon_sacred_kroxigors_0,monstrous_infantry,wh2_dlc13_lzd_mon_sacred_kroxigors_0,16,wh2_dlc13_lzd_mon_kroxigor_sacred,wh2_main_body_100,26,38,32,75,wh2_dlc13_lzd_sacred_kroxigor,1400.0000,8,large,0,36,84,axe,4.0000,100
wh2_dlc13_lzd_mon_sacred_kroxigors_0_blessed,monstrous_infantry,wh2_dlc13_lzd_mon_sacred_kroxigors_0_blessed,16,wh2_dlc13_lzd_mon_kroxigor_sacred,wh2_main_body_140,26,38,32,75,wh2_dlc13_lzd_sacred_kroxigor,1400.0000,8,large,0,36,84,axe,4.0000,140
wh2_dlc13_lzd_mon_sacred_kroxigors_0_nakai,monstrous_infantry,wh2_dlc13_lzd_mon_sacred_kroxigors_0,16,wh2_dlc13_lzd_mon_kroxigor_sacred,wh2_main_body_100,26,38,32,75,wh2_dlc13_lzd_sacred_kroxigor,1400.0000,8,large,0,36,84,axe,4.0000,100
wh2_dlc13_lzd_mon_sacred_kroxigors_ror_0,monstrous_infantry,wh2_dlc13_lzd_mon_sacred_kroxigors_ror_0,16,wh2_dlc13_lzd_mon_kroxigor_sacred_ror,wh2_main_body_100,26,47,41,85,wh2_dlc13_lzd_sacred_kroxigor_ror,1400.0000,8,large,0,36,84,axe,4.0000,100
wh2_dlc14_brt_cha_henri_le_massif_0,hero,wh2_dlc14_brt_cha_henri_le_massif_0,1,wh2_dlc14_brt_henri_le_massif,wh2_main_plate_85,40,45,45,80,wh2_dlc14_brt_cha_henri_le_massif,500.0000,8,medium,20,135,255,sword,4.0000,85
wh2_dlc14_brt_cha_henri_le_massif_3,hero,wh2_dlc14_brt_cha_henri_le_massif_3,1,wh2_dlc14_brt_henri_le_massif,wh2_main_plate_90,75,45,35,80,wh2_dlc14_brt_cha_henri_le_massif_hippogryph,500.0000,8,medium,20,140,270,sword,4.0000,90
wh2_dlc14_brt_cha_henri_le_massif_4,hero,wh2_dlc14_brt_cha_henri_le_massif_4,1,wh2_dlc14_brt_henri_le_massif,wh2_main_plate_105,70,45,45,80,wh2_dlc14_brt_cha_henri_le_massif,500.0000,8,medium,20,135,255,sword,4.0000,105
wh2_dlc14_brt_cha_repanse_de_lyonesse_0,lord,wh2_dlc14_brt_cha_repanse_de_lyonesse_0,1,wh2_dlc14_brt_cha_repanse_de_lyonesse_0,wh2_main_plate_90,40,45,57,75,wh2_dlc14_brt_repanse_sword_great,800.0000,8,small,0,150,290,sword,4.2000,90
wh2_dlc14_brt_cha_repanse_de_lyonesse_1,lord,wh2_dlc14_brt_cha_repanse_de_lyonesse_1,1,wh2_dlc14_brt_cha_repanse_de_lyonesse_1,wh2_main_plate_110,65,45,57,75,wh2_dlc14_brt_repanse_sword_great,800.0000,8,medium,0,150,290,sword,4.2000,110
wh2_dlc14_def_cav_scourgerunner_chariot_0,chariot,wh2_dlc14_def_cav_scourgerunner_chariot_0,12,wh_main_cavalry_rider_standard_blood,wh2_main_plate_80,40,24,23,65,wh2_dlc14_def_scourgerunner_chariot,100.0000,8,medium,0,25,15,axe,4.0000,80
wh2_dlc14_def_cav_scourgerunner_chariot_ror_0,chariot,wh2_dlc14_def_cav_scourgerunner_chariot_ror_0,12,wh_main_cavalry_rider_standard_blood,wh2_main_plate_80,40,31,30,75,wh2_dlc14_def_scourgerunner_chariot,100.0000,8,medium,0,25,15,axe,4.0000,80
wh2_dlc14_def_cha_high_beastmaster_0,lord,wh2_dlc14_def_cha_high_beastmaster_0,1,wh2_dlc14_def_infantry_hero_beastmaster_blood,wh2_main_leather_50,40,50,55,80,wh2_dlc14_def_high_beastmaster_spear_and_whip,750.0000,8,small,25,310,130,spear,4.0000,50
wh2_dlc14_def_cha_high_beastmaster_1,lord,wh2_dlc14_def_cha_high_beastmaster_1,3,wh2_dlc14_def_infantry_hero_beastmaster_blood,wh2_main_plate_80,40,36,25,80,wh2_dlc14_def_high_beastmaster_chariot,750.0000,8,small,0,240,120,axe,4.2000,80
wh2_dlc14_def_cha_high_beastmaster_2,lord,wh2_dlc14_def_cha_high_beastmaster_2,1,wh2_dlc14_def_infantry_hero_beastmaster_blood,wh2_main_body_80,65,55,45,80,wh2_dlc14_def_high_beastmaster_manticore,750.0000,8,small,15,290,155,axe,3.6000,80
wh2_dlc14_def_cha_malus_darkblade_0,lord,wh2_dlc14_def_cha_malus_darkblade_0,1,wh2_dlc14_def_infantry_hero_blood_malus,wh2_main_plate_90,45,60,60,85,wh2_dlc14_def_malus_sword,1000.0000,8,small,0,120,280,sword,4.0000,90
wh2_dlc14_def_cha_malus_darkblade_0_mp,lord,wh2_dlc14_def_cha_malus_darkblade_0_mp,1,wh2_dlc14_def_infantry_hero_blood_malus,wh2_main_plate_90,45,60,60,85,wh2_dlc14_def_malus_sword,1000.0000,8,small,0,120,280,sword,4.0000,90
wh2_dlc14_def_cha_malus_darkblade_1,lord,wh2_dlc14_def_cha_malus_darkblade_1,1,wh2_dlc14_def_infantry_hero_blood_malus,wh2_main_plate_110,65,60,60,85,wh2_dlc14_def_malus_spite,1000.0000,8,small,0,135,315,axe,4.0000,110
wh2_dlc14_def_cha_malus_darkblade_1_mp,lord,wh2_dlc14_def_cha_malus_darkblade_1_mp,1,wh2_dlc14_def_infantry_hero_blood_malus,wh2_main_plate_110,65,60,60,85,wh2_dlc14_def_malus_spite,1000.0000,8,small,0,135,315,axe,4.0000,110
wh2_dlc14_def_cha_malus_darkblade_tzarkan_0,lord,wh2_dlc14_def_cha_malus_darkblade_tzarkan_0,1,wh2_dlc14_def_malus_tzarkan,wh2_main_plate_90,45,72,50,100,wh2_dlc14_def_malus_sword_tzarkan,1000.0000,8,small,0,130,310,sword,4.0000,90
wh2_dlc14_def_cha_malus_darkblade_tzarkan_0_final_battle,lord,wh2_dlc14_def_cha_malus_darkblade_tzarkan_0_final_battle,1,wh2_dlc14_def_malus_tzarkan,wh2_main_plate_90,45,72,50,100,wh2_dlc14_def_malus_sword_tzarkan,1000.0000,8,small,0,130,310,sword,4.0000,90
wh2_dlc14_def_cha_malus_darkblade_tzarkan_1,lord,wh2_dlc14_def_cha_malus_darkblade_tzarkan_1,1,wh2_dlc14_def_malus_tzarkan,wh2_main_plate_110,65,72,50,100,wh2_dlc14_def_malus_spite_tzarkan,1000.0000,8,small,0,145,345,axe,4.0000,110
wh2_dlc14_def_cha_master_0,hero,wh2_dlc14_def_cha_master_0,1,wh2_main_def_infantry_hero_blood,wh2_main_plate_90,20,36,50,75,wh2_dlc14_def_master_halberd,400.0000,8,small,30,145,215,spear,4.0000,90
wh2_dlc14_def_cha_master_1,hero,wh2_dlc14_def_cha_master_1,1,wh2_main_cavalry_rider_standard_hero,wh2_main_plate_90,55,36,50,75,wh2_dlc14_def_master_halberd,500.0000,8,medium,30,145,215,spear,4.0000,90
wh2_dlc14_def_cha_master_2,hero,wh2_dlc14_def_cha_master_2,1,wh2_main_cavalry_rider_standard_hero,wh2_main_plate_110,55,36,50,75,wh2_dlc14_def_master_cold_one,500.0000,8,medium,30,80,280,spear,4.0000,110
wh2_dlc14_def_cha_master_3,hero,wh2_dlc14_def_cha_master_3,1,wh2_main_cavalry_rider_standard_hero,wh2_main_plate_90,60,36,50,75,wh2_dlc14_def_master_halberd,500.0000,8,medium,30,145,215,spear,4.0000,90
wh2_dlc14_def_cha_master_4,hero,wh2_dlc14_def_cha_master_4,2,wh2_main_cavalry_rider_standard_hero,wh2_main_plate_110,85,32,28,75,wh2_dlc14_def_master_chariot,500.0000,8,medium,0,90,210,axe,4.6000,110
wh2_dlc14_def_inf_harpies_ror_0,monstrous_infantry,wh2_dlc14_def_inf_harpies_ror_0,60,wh2_main_infantry_harpies_blood_ror,wh2_main_leather_15,20,29,48,62,wh_dlc05_bst_harpy_claws,200.0000,8,small,0,32,12,axe,4.0000,15
wh2_dlc14_def_mon_bloodwrack_medusa_0,monster,wh2_dlc14_def_mon_bloodwrack_medusa_0,1,wh2_dlc14_def_mon_medusa,wh2_main_body_30,52,45,40,65,wh2_dlc14_def_medusa,2000.0000,8,large,30,130,260,spear,4.6000,30
wh2_dlc14_def_mon_bloodwrack_medusa_ror_0,monster,wh2_dlc14_def_mon_bloodwrack_medusa_ror_0,1,wh2_dlc14_def_mon_medusa_ror,wh2_main_body_30,52,56,50,75,wh2_dlc14_def_medusa,2000.0000,8,large,30,130,260,spear,4.6000,30
wh2_dlc14_def_veh_bloodwrack_shrine_0,warmachine,wh2_dlc14_def_veh_bloodwrack_shrine_0,3,wh2_dlc14_def_mon_medusa,wh2_main_plate_80,39,22,26,80,wh2_dlc14_def_bloodwrack_shrine,2000.0000,8,large,0,120,80,axe,4.8000,80
wh2_dlc14_skv_cha_deathmaster_snikch_0,lord,wh2_dlc14_skv_cha_deathmaster_snikch_0,1,wh2_dlc14_skv_infantry_hero_snikch_blood,wh2_main_body_30,60,70,50,70,wh2_dlc14_skv_cha_snikch,550.0000,8,small,0,160,300,sword,3.8000,30
wh2_dlc14_skv_cha_deathmaster_snikch_tzarkan_0,lord,wh2_dlc14_skv_cha_deathmaster_snikch_tzarkan_0,1,wh2_dlc14_infantry_hero_snikch_blood_tzarzan,wh2_main_body_30,60,80,50,100,wh2_dlc14_skv_cha_snikch_tzarkan,550.0000,8,small,0,160,370,sword,3.8000,30
